frame,timeMs,energy
184,3288.291,1.1624649859943977e-05
185,3306.162,0.009043697478991596
186,3324.033,1.4285714285714285e-05
187,3341.904,0.003055952380952381
188,3359.775,0.0022230392156862744
189,3377.647,9.103641456582633e-06
190,3395.518,0.006395868347338935
191,3413.389,0.00454327731092437
192,3431.26,0.007927731092436975
193,3449.131,2.2549019607843138e-05
194,3467.002,0.0048097338935574226
195,3484.873,0.006053501400560224
196,3502.745,1.3305322128851541e-05
197,3520.616,0.009446008403361345
198,3538.487,4.061624649859944e-05
199,3556.358,0.004332072829131652
200,3574.229,0.00559670868347339
201,3592.1,0.0007134453781512605
202,3609.971,5.392156862745098e-06
203,3627.843,0.0060948879551820725
204,3645.714,0.006852591036414566
205,3663.585,2.9551820728291317e-05
206,3681.456,0.0016913865546218487
207,3699.327,0.00044222689075630253
208,3717.198,7.42296918767507e-06
209,3735.069,0.00035301120448179274
210,3752.941,0.0004937675070028012
211,3770.812,5.532212885154062e-06
212,3788.683,1.4705882352941177e-06
213,3806.554,4.824929971988796e-05
214,3824.425,1.5406162464985994e-06
215,3842.296,2.927170868347339e-05
216,3860.168,3.5014005602240897e-07
217,3878.039,0.0
218,3895.91,0.0
219,3913.781,0.0
220,3931.652,0.0
221,3949.523,0.00013557422969187675
222,3967.394,0.012802240896358544
223,3985.266,5.0210084033613444e-05
224,4003.137,4.026610644257703e-05
225,4021.008,0.019580182072829133
226,4038.879,0.02634705882352941
227,4056.75,5.049019607843137e-05
228,4074.621,3.900560224089636e-05
229,4092.492,0.027209453781512606
230,4110.364,0.01403984593837535
231,4128.235,1.946778711484594e-05
232,4146.106,3.2913165266106444e-06
233,4163.977,0.01353186274509804
234,4181.848,0.007540966386554622
235,4199.719,1.757703081232493e-05
236,4217.59,0.006798879551820728
237,4235.462,1.5826330532212885e-05
238,4253.333,0.0028417366946778713
239,4271.204,0.0022427871148459383
240,4289.075,1.372549019607843e-05
241,4306.946,2.3809523809523808e-06
242,4324.817,0.0007176470588235295
243,4342.688,0.00043298319327731094
244,4360.56,1.1414565826330532e-05
245,4378.431,7.492997198879552e-06
246,4396.302,1.330532212885154e-06
247,4414.173,7.759103641456583e-05
248,4432.044,9.453781512605041e-06
249,4449.915,1.6596638655462186e-05
250,4467.786,0.0001038515406162465
251,4485.658,0.020620588235294116
252,4503.529,0.014165966386554622
253,4521.4,9.369747899159664e-05
254,4539.271,0.0033098039215686275
255,4557.142,6.106442577030813e-05
256,4575.013,4.3697478991596636e-05
257,4592.884,5.133053221288516e-05
258,4610.756,7.703081232492997e-06
259,4628.627,4.4117647058823526e-06
260,4646.498,1.8907563025210083e-06
261,4664.369,1.8137254901960785e-05
262,4682.24,2.801120448179272e-07
263,4700.111,0.0
264,4717.983,0.0
265,4735.854,0.0
266,4753.725,0.0
267,4771.596,0.0
268,4789.467,0.0
269,4807.338,0.0
270,4825.209,0.0
271,4843.081,0.0
272,4860.952,0.0
273,4878.823,0.0
274,4896.694,0.0
275,4914.565,0.0
276,4932.436,0.0
277,4950.307,0.0
278,4968.179,0.0
279,4986.05,0.0
280,5003.921,0.0
281,5021.792,0.00012738095238095238
282,5039.663,1.330532212885154e-06
283,5057.534,0.0006656162464985995
284,5075.405,0.001019047619047619
285,5093.277,1.4005602240896359e-06
286,5111.148,0.0007766106442577031
287,5129.019,0.00048137254901960786
288,5146.89,0.00046372549019607845
289,5164.761,3.893557422969188e-05
290,5182.632,4.642857142857143e-05
291,5200.503,9.201680672268908e-05
292,5218.375,3.144257703081233e-05
293,5236.246,2.801120448179272e-07
294,5254.117,0.0
295,5271.988,0.0
296,5289.859,0.0
297,5307.73,0.0
298,5325.601,0.0
299,5343.473,0.0
300,5361.344,0.0
301,5379.215,0.0
302,5397.086,0.0
303,5414.957,0.0
304,5432.828,0.0
305,5450.699,0.0
306,5468.571,0.0
307,5486.442,0.0
308,5504.313,0.0
309,5522.184,0.0
310,5540.055,0.0
311,5557.926,0.0
312,5575.797,0.0
313,5593.669,0.0
314,5611.54,0.0
315,5629.411,0.0
316,5647.282,0.0
317,5665.153,0.0
