frame,timeMs,energy
186,7750.0,0.011446645132041256
187,7791.667,0.015786013827496316
188,7833.333,4.037742264535872e-05
189,7875.0,0.010475957724130115
190,7916.667,0.011433185991159469
191,7958.333,0.011420576901280743
192,8000.0,0.011583503343533945
193,8041.667,0.011690326419585175
194,8083.333,0.012193910801314746
195,8125.0,0.013505610336620196
196,8166.667,0.011812308738524312
197,8208.333,0.01261879462767766
198,8250.0,0.013427051456420718
199,8291.667,0.011116258642185198
200,8333.333,0.016771789640711778
201,8375.0,1.508840530431826e-05
202,8416.667,0.011702297971211606
203,8458.333,0.012057902640825116
204,8500.0,0.012299600476028561
205,8541.667,0.011826688767992746
206,8583.333,0.012922687861271676
207,8625.0,0.01230009633911368
208,8666.667,0.010742873739091012
209,8708.333,0.012598393403604215
210,8750.0,0.012537048056216707
211,8791.667,0.011087569420831916
212,8833.333,0.01112858438172957
213,8875.0,0.0096619630511164
214,8916.667,0.009070965091238808
215,8958.333,0.008537274736484189
216,9000.0,0.009045959424232121
217,9041.667,0.008790377422645358
218,9083.333,0.009089241187804601
219,9125.0,0.00924543805961691
220,9166.667,2.734330726510257e-05
221,9208.333,0.010004887793267596
222,9250.0,0.010490266916014962
223,9291.667,0.010250623370735578
224,9333.333,0.010372109826589595
225,9375.0,0.010952057123427405
226,9416.667,0.008697792700895386
227,9458.333,0.01401854527938343
228,9500.0,8.925535532131927e-06
229,9541.667,0.014652399977331974
230,9583.333,5.47574521137935e-05
231,9625.0,0.011242845404057577
232,9666.667,0.019048863765159244
233,9708.333,2.9114246854811287e-05
234,9750.0,0.010760653972571688
235,9791.667,0.009556556726736937
236,9833.333,0.006790703275529865
237,9875.0,0.008680083304998299
238,9916.667,0.008524169783520344
239,9958.333,0.008679304091578828
240,10000.0,0.0077719454833956704
241,10041.667,0.007363141788507311
242,10083.333,0.007462597755865352
243,10125.0,0.008994389663379803
244,10166.667,0.011457341607163097
245,10208.333,0.01014500453360535
246,10250.0,0.007159908761192338
247,10291.667,0.002215516264309192
248,10333.333,0.0023217018021081267
249,10375.0,0.00036743454607276435
250,10416.667,0.0003529128414371529
251,10458.333,0.0002046497789867392
252,10500.0,0.00025437776266575994
253,10541.667,0.0006647398843930636
254,10583.333,0.0005103139521704635
255,10625.0,0.0005176102232800634
256,10666.667,0.0006508557180097472
257,10708.333,6.212456080698175e-05
258,10750.0,4.186501190071404e-05
259,10791.667,4.193584948430239e-05
260,10833.333,0.00014663379802788167
261,10875.0,3.832313272129661e-05
262,10916.667,0.0004601609429899127
263,10958.333,9.123880766179305e-05
264,11000.0,0.0002582738297631191
265,11041.667,9.917261702368809e-05
266,11083.333,9.754335260115607e-05
267,11125.0,0.0006942791567494049
268,11166.667,0.0019059560240281084
269,11208.333,0.010992647058823529
270,11250.0,0.0045815623937436245
271,11291.667,0.021501756772072993
272,11333.333,4.576107899807322e-05
273,11375.0,0.009672447013487476
274,11416.667,0.0023542870905587667
275,11458.333,0.004684985265782614
276,11500.0,6.20537232233934e-05
277,11541.667,0.0021963192791567493
278,11583.333,0.0010775813215459593
279,11625.0,0.0006764280856851411
280,11666.667,0.00036275926555593335
281,11708.333,0.0001715686274509804
282,11750.0,3.251445086705202e-05
283,11791.667,6.857078091352147e-05
284,11833.333,0.00023369318825796216
285,11875.0,1.7921908647852205e-05
286,11916.667,7.671710302618157e-05
287,11958.333,0.0004290632437946277
288,12000.0,2.6280743511277342e-05
289,12041.667,4.611526691601496e-05
290,12083.333,8.52176130567834e-05
291,12125.0,0.00010512297404510937
292,12166.667,4.42734897427179e-05
293,12208.333,2.599739317692395e-05
294,12250.0,0.0002476481922248668
295,12291.667,0.00013303298197891875
296,12333.333,6.23370735577468e-06
297,12375.0,1.0767312705428992e-05
298,12416.667,6.956250708375836e-05
299,12458.333,3.463957837470248e-05
300,12500.0,2.0684574407797803e-05
301,12541.667,6.800408024481469e-06
302,12583.333,0.0003743766292644225
303,12625.0,2.691828176357248e-05
304,12666.667,2.904340927122294e-06
305,12708.333,2.9751785107106425e-06
306,12750.0,4.1085798481242204e-06
307,12791.667,5.383656352714496e-06
308,12833.333,0.00019614926895613737
309,12875.0,3.6552193131587896e-05
310,12916.667,7.579621443953304e-06
311,12958.333,6.800408024481469e-06
312,13000.0,2.337640258415505e-06
313,13041.667,1.9834523404737617e-06
314,13083.333,4.3919301824776155e-06
315,13125.0,4.2219199818655786e-05
316,13166.667,7.79213419471835e-07
317,13208.333,4.67528051683101e-06
318,13250.0,8.217159696248441e-06
319,13291.667,5.454493936302845e-06
320,13333.333,2.762665759945597e-06
321,13375.0,6.092032188597982e-06
322,13416.667,1.4167516717669727e-06
323,13458.333,0.00010639805054969965
